p (mbar),Tpot (K),rho (g/m**3),wd(deg)
993.07,300.2,1146.23,62.7
992.99,300.69,1144.26,52.92
992.92,301.21,1142.27,57.24
992.85,301.3,1141.95,61.85
992.8,301.54,1141.03,74.7
992.78,301.94,1139.41,55.31
992.7,302.33,1137.88,68.29
992.59,302.77,1136.19,30.38
992.55,303.01,1135.53,52.74
992.54,303.46,1133.72,34.36
992.51,303.62,1133.17,25.11
992.41,303.86,1132.34,7.27
992.29,304.25,1130.91,50.19
992.19,304.78,1129.11,28.74
992.17,304.64,1129.67,49.81
992.06,304.8,1129.05,39.82
991.95,304.9,1128.57,31.14
991.82,305.24,1126.9,48
991.64,305.47,1125.94,37.55
991.55,305.68,1125.05,40.29
991.44,305.67,1125.06,46.35
991.35,305.84,1124.37,34.22
991.28,305.88,1124.03,28.69
991.19,305.89,1123.94,29.3
991.11,306.03,1123.42,40.39
991.08,306.13,1123.06,38.35
991.05,306.1,1123.27,39.04
990.97,306.09,1123.29,37.38
990.85,306.32,1122.34,45.5
990.8,306.38,1122.04,49.31
990.69,306.36,1122.14,35.64
990.66,306.34,1122.24,54.02
990.58,306.35,1122.15,55.6
990.55,306.37,1122.04,53.81
990.49,306.35,1122.14,57.54
990.41,306.16,1122.79,52.72
990.36,306.16,1122.73,50.81
990.26,306.18,1122.63,53.06
990.2,306.04,1123.18,50.86
990.18,306,1123.31,60.87
990.13,306,1123.28,52.36
990.08,306.08,1123.06,56.61
990.07,306,1123.47,53.67
990.09,305.76,1124.39,51.05
990.09,305.31,1126.11,52.72
990.1,304.89,1127.67,55.86
990.09,304.64,1128.5,56.36
990.13,304.4,1129.37,54.52
990.2,304.09,1130.62,49.28
990.19,303.89,1131.36,47.86
990.2,303.58,1132.48,33.55
990.22,303.22,1133.87,357.9
990.27,302.87,1135.29,330.7
990.33,302.86,1135.39,349.5
990.38,302.78,1135.72,353.2
990.36,301.92,1138.96,195.4
990.37,301.93,1138.91,353.7
990.46,302.1,1138.35,359.4
990.48,301.9,1139.12,359.1
990.47,301.67,1140,352.9
990.44,301.81,1139.4,3.64
990.35,300.96,1142.44,129.4
990.3,300.83,1143.01,4.38
990.27,300.83,1142.92,25.54
990.32,299.56,1147.66,131.5
990.35,298.95,1150.1,79.8
990.46,298.38,1152.5,205.1
990.47,298.05,1153.74,205.5
990.39,297.61,1155.32,208.6
990.35,297.52,1155.63,153.4
990.28,297.43,1155.95,351.3
990.25,297.38,1156.1,36.97
990.23,296.88,1158.11,202.3
990.22,296.26,1160.49,163.2
990.15,295.69,1162.66,138.1
990.07,295.36,1163.83,64.29
989.98,295.13,1164.68,61.72
989.96,294.94,1165.4,83
989.99,294.73,1166.21,99.9
989.98,294.46,1167.37,151.1
989.88,294.11,1168.74,139.6
989.86,294.24,1168.23,186.6
989.81,294.5,1167.14,175.2
989.79,295.19,1164.44,207.2
989.71,294.67,1166.4,201.8
989.66,294.12,1168.63,201.1
989.61,293.8,1169.87,190.3
989.55,293.56,1170.75,201.9
989.5,294.56,1166.77,220.5
989.51,294.3,1167.82,190.4
989.53,292.98,1173.11,153.1
989.48,292.4,1175.23,117.4
989.45,292.25,1175.89,143.7
989.45,292.06,1176.68,222.8
989.44,292.59,1174.65,190.5
989.38,292.2,1176.08,168.4
989.36,292.01,1176.95,158.1
989.33,291.75,1177.9,141.3
989.28,291.52,1178.81,123.8
989.24,291.54,1178.68,53.35
989.22,291.8,1177.68,123
989.13,292.22,1175.94,154.3
989.11,292.08,1176.5,185.5
989.07,292.12,1176.4,174.4
988.97,291.94,1176.99,188.4
988.85,291.65,1178.06,180.1
988.75,291.56,1178.38,158.3
988.63,291.47,1178.69,168.9
988.62,291.61,1178.12,191
988.67,291.12,1180.16,201.4
988.75,290.97,1180.85,196
988.85,290.72,1182.12,211.1
988.86,290.35,1183.71,188
988.87,290.22,1184.12,179.4
988.85,290.15,1184.33,176.1
988.87,290.39,1183.43,191.7
988.89,290.81,1181.7,173.4
988.9,291.44,1179.04,195.4
988.87,291.47,1178.88,193.8
988.83,291.63,1178.19,196.7
988.78,291.9,1177.01,196.6
988.74,292.04,1176.36,179.7
988.64,292.56,1174.12,168.1
988.63,293.22,1171.43,188.9
988.69,293.88,1168.77,189.2
988.76,294.53,1166.22,195.4
988.84,294.98,1164.55,160.4
988.81,295.43,1162.68,165.2
988.74,295.83,1161.06,162
988.65,296.08,1160,172.2
988.54,296.5,1158.21,184.1
988.52,296.89,1156.59,182.3
988.53,297.98,1152.23,168.6
988.52,298.56,1149.93,181.7
988.51,299.05,1148.01,177.1
988.47,299.5,1146.13,182.9
988.38,300.28,1143.05,140.8
988.37,300.9,1140.69,149.9
988.29,301.45,1138.39,129.8
988.15,302,1136.11,136.8
988.08,302.67,1133.48,127.2
988,303.35,1130.84,141.4
987.91,303.91,1128.59,133.3
987.82,304.46,1126.49,143.6
987.71,304.84,1125.03,147.4
987.5,305.08,1124,136.7
987.38,305.77,1121.71,180.6
987.25,306.42,1119.28,187
987.1,306.51,1118.98,201.3
987.03,306.74,1117.89,208.3
986.96,306.95,1117.07,197.4
986.85,307.13,1116.25,187.4
986.84,307.01,1116.74,189
986.78,307.25,1115.82,200.9
986.77,307.48,1114.89,212.2
986.69,307.87,1113.34,216.7
986.62,307.98,1113.28,239.5
986.56,307.65,1114.32,208.3
986.62,307.69,1114.29,236.1
986.61,308.15,1112.52,211.9
986.54,308.26,1111.66,239.6
986.44,307.81,1113.47,248.6
986.35,307.42,1114.89,233.3
986.12,307.41,1114.65,242.5
986.01,307.72,1113.35,238.3
985.92,307.66,1113.66,216.2
985.8,307.47,1114.27,197
985.66,307.98,1112.31,212.6
985.54,307.56,1114.04,208.3
985.44,307.68,1113.66,203.5
985.31,307.71,1113.28,188.4
985.17,307.63,1112.82,197.2
985.24,307.34,1113.83,200.2
985.29,307.15,1114.55,197.6
985.26,306.77,1115.68,210.8
985.06,307.13,1113.98,216.4
985.08,306.99,1114.49,217.4
985.06,306.68,1115.59,227
985.07,306.24,1117.49,260
985.02,305.92,1118.87,316.4
984.95,305.77,1119.42,39.89
985.06,305.51,1120.38,348.1
985.3,304.81,1123.08,296
985.4,304.35,1125.09,347
985.57,304.51,1124.59,13.72
985.67,303.73,1127.19,15.23
985.48,303,1129.9,7.68
985.24,302.8,1130.48,6.51
985.27,302.26,1132.27,21.18
985.4,301.92,1133.69,15.35
985.64,301.79,1134.41,356
985.78,301.96,1134.05,349.6
985.78,302.07,1133.71,17.91
985.78,301.98,1134.59,264.5
985.82,302.27,1134.4,250.5
987.33,302.01,1136,265.7
987.88,299.97,1143.64,277.2
987.57,296.76,1155.77,271.2
987.59,295.64,1160.1,292
987.68,295.36,1161.22,289.4
987.89,295.32,1161.56,214.6
988.21,295.32,1161.9,189.8
988.32,295.63,1160.86,154.2
987.95,295.73,1160.09,178.2
987.82,295.29,1161.72,229.8
987.82,295.02,1162.85,236.4
987.87,295.16,1162.43,230.4
987.84,295.22,1162.22,229.6
987.87,295.34,1161.8,234.4
987.97,295.21,1162.45,243.5
988.12,295.41,1161.87,245.9
988.14,295.34,1162.18,239
988.22,295.22,1162.71,214.9
988.31,295.47,1161.84,226.8
988.25,295.67,1161.04,214.4
988.23,295.41,1162,189.3
988.13,295.21,1162.65,186.6
988.07,294.9,1163.81,209.3
988.21,294.73,1164.62,184.8
988.22,294.83,1164.21,210.5
988.25,294.83,1164.19,103.2
988.34,294.73,1164.55,57.92
988.49,294.51,1165.49,194.7
988.62,294.27,1166.58,230.6
988.71,294.31,1166.49,356.8
988.77,294.23,1166.79,347.2
988.85,293.97,1167.8,242.1
988.88,293.57,1169.26,244.7
988.96,293.37,1170.13,258.8
989,293.69,1168.85,229.5
989.06,293.56,1169.34,239.5
989.12,293.53,1169.47,242.6
989.16,293.78,1168.41,248.3
989.24,294.06,1167.33,246.7
989.12,294.15,1166.87,244.5
989.18,294.21,1166.68,247.6
989.11,294.16,1166.83,244.2
989.09,294.07,1167.23,240.1
989.16,293.99,1167.67,240.2
989.12,293.93,1167.91,241.6
989.15,293.88,1168.14,243.5
989.24,293.88,1168.21,248
989.25,293.86,1168.29,243.5
989.36,293.8,1168.63,229.7
989.37,293.85,1168.46,197.7
989.47,293.85,1168.55,205.4
989.36,293.75,1168.92,211.6
989.28,293.68,1168.89,241.6
989.26,293.45,1169.66,220.9
989.25,293.39,1169.92,263.7
989.32,293.41,1170.05,233.8
989.36,293.62,1169.55,256
989.34,293.68,1169.3,260.6
989.36,293.66,1169.39,255.3
989.41,293.65,1169.45,268.9
989.55,293.59,1169.81,240.4
989.47,293.46,1170.27,333.2
989.56,293.45,1170.35,220.1
989.65,293.07,1171.8,239.1
989.63,293.19,1171.53,266
989.75,293.18,1171.79,249.1
989.84,293.14,1172.07,239
989.86,293.06,1172.48,239.1
989.95,293.07,1172.51,244.2
990.04,293.28,1171.76,227.8
990.17,293.54,1170.84,206
990.23,293.52,1170.99,203.3
990.22,294.31,1167.65,184.1
990.2,295.07,1164.56,172.9
990.24,295.22,1164.17,195.1
990.31,295.19,1164.41,204.1
990.28,295.37,1163.57,192
990.35,295.69,1162.46,217.3
990.43,295.67,1162.84,209.5
990.49,295.35,1164.29,235.8
990.53,295.25,1164.71,241.1
990.56,295.13,1165.19,241.4
990.59,295.19,1164.89,224.8
990.6,295.38,1164.09,206.8
990.59,296.14,1161.03,225.3
990.59,296.45,1159.81,211.5
990.56,296.48,1159.72,224.1
990.55,296.62,1159.19,243.5
990.63,296.59,1159.4,271
990.69,296.54,1159.56,275.3
990.75,296.55,1159.76,287.6
990.84,296.49,1160.08,280.4
990.82,296.41,1160.36,257.4
990.75,296.94,1158.18,264.2
990.78,297.25,1157.05,256.1
990.74,297.67,1155.43,254.8
990.81,297.79,1155.34,270.7
990.79,298.43,1152.72,279.8
990.86,298.35,1153.08,276.4
991.01,297.23,1157.67,284.2
991.09,296.93,1158.87,280.3
991.11,296.87,1159.1,284.8
991.2,296.9,1159.22,261.7
991.27,296.8,1159.74,261.8
991.24,296.49,1160.99,268.9
991.32,296.22,1162.16,257.9
991.32,296.11,1162.64,258.9
991.24,296.2,1162.27,245.9
991.21,296.65,1160.5,248.2
991.16,297.41,1157.51,249.2
991.08,298.01,1155.1,243.4
991.05,298.21,1154.42,252.3
991.15,298.06,1155.32,254.7
991.16,297.8,1156.24,259.2
991.25,297.51,1157.4,277.5
991.2,297.42,1157.66,262.3
991.12,297.63,1156.78,246.1
991.04,298.18,1154.49,243.2
991.11,297.95,1155.58,269.9
991.13,297.72,1156.63,272.7
991.23,297.42,1157.46,259.5
991.43,296.6,1160.53,287.4
991.58,296.01,1162.98,279.5
991.6,296.09,1162.63,329
991.68,296.67,1160.46,301.8
991.79,296.31,1162.18,309.2
991.91,295.76,1164.69,278.7
991.97,295.68,1165.14,264
992.02,295.66,1165.36,274.4
992.06,295.38,1166.53,281.8
992.06,295.14,1167.53,281.3
992.18,295.02,1168.05,300.2
992.27,294.89,1168.66,303.2
992.31,294.81,1169.02,286.6
992.31,294.74,1169.28,282.6
992.4,294.73,1169.33,286
992.54,294.61,1169.96,252.8
992.61,294.46,1170.62,258.1
992.66,294.41,1170.84,255.6
992.8,294.4,1170.94,259
992.91,294.3,1171.38,260.4
992.95,294.13,1172.04,260.1
993.09,293.86,1173.24,260.4
993.18,293.64,1174.18,259.3
993.23,293.47,1174.91,252.6
993.25,293.3,1175.59,257.5
993.36,293.14,1176.3,259.4
993.52,292.99,1177.01,252.4
993.64,292.85,1177.66,249.8
993.75,292.79,1177.95,249.6
993.95,292.81,1178.01,251.2
994.07,292.8,1178.12,249.5
994.2,292.72,1178.52,246.2
994.37,292.66,1178.85,245.9
994.53,292.53,1179.51,244.5
994.66,292.41,1180.11,226.3
994.82,292.21,1181.03,228.7
995.01,292.08,1181.74,246
995.1,291.99,1182.26,246.9
995.29,291.75,1183.5,241.5
995.41,291.52,1184.6,242.9
995.57,291.36,1185.44,251.1
995.75,291.21,1186.18,246.3
995.88,290.97,1187.28,233.3
995.99,290.9,1187.68,203.3
996.1,291.05,1187.19,159.4
996.27,291.02,1187.46,217.1
996.37,290.93,1187.93,144.1
996.43,291,1187.73,350.7
996.52,290.93,1188.12,27.7
996.66,290.78,1188.88,29.67
996.7,290.66,1189.38,31.69
996.81,290.56,1189.94,273.6
996.86,290.4,1190.62,248.6
996.86,290.32,1190.97,265
996.93,290.22,1191.46,264.8
996.98,290.1,1192.06,227.7
997.04,289.88,1193.09,230.4
997.09,289.57,1194.43,220.8
997.11,289.46,1194.98,251.2
997.22,289.26,1195.92,208.5
997.26,289.09,1196.68,300.7
997.32,289,1197.12,285.5
997.33,288.77,1198.14,283.1
997.4,288.69,1198.57,306.4
997.46,288.51,1199.37,286.4
997.48,288.51,1199.38,346.6
997.47,288.56,1199.15,339
997.52,288.53,1199.32,3.73
997.59,288.48,1199.54,54.27
997.62,288.36,1200.1,15.14
997.66,288.21,1200.76,248.4
997.69,287.85,1202.37,209.7
997.77,287.73,1202.97,82.2
997.89,287.63,1203.52,3.14
997.89,287.56,1203.83,344.1
997.9,287.44,1204.36,308
997.96,287.32,1204.93,34.11
997.98,287.06,1206.13,289.8
998.07,286.86,1207.08,259.7
998.08,286.75,1207.58,294.5
998.07,286.63,1208.1,313.6
998.08,286.6,1208.23,315.2
998.2,286.47,1208.89,154.4
998.32,286.21,1210.09,136.5
998.45,286.09,1210.69,116.3
998.51,286.07,1210.82,345.1
998.57,286.06,1210.95,242.7
998.65,286.4,1209.52,313
998.81,287.11,1206.64,7.99
998.92,287.42,1205.44,24.55
998.99,287.45,1205.29,99.2
999.06,287.57,1204.88,129.5
999.07,287.65,1204.52,121
999.18,287.87,1203.71,149.7
999.26,288.03,1203.06,139.7
999.4,288.66,1200.49,136.1
999.54,288.69,1200.51,99
999.64,288.28,1202.35,82.1
999.74,288.35,1202.15,75.3
999.8,288.6,1201.17,56.39
999.84,288.89,1200,54.63
999.93,288.8,1200.49,50.35
1000.13,288.53,1201.81,66.06
1000.16,288.67,1201.22,68.99
1000.17,289.06,1199.59,35.89
1000.28,289.22,1199.08,55.13
1000.33,289.52,1197.96,72
1000.39,289.72,1197.25,81.2
1000.49,289.78,1197.15,92.2
1000.56,289.61,1197.87,76.6
1000.56,289.37,1199.03,54.25
1000.57,289.51,1198.47,57.55
1000.49,289.83,1197.11,87.4
1000.52,290.39,1194.97,81.9
1000.57,290.7,1193.47,54.03
1000.47,290.76,1193.26,66.19
1000.45,290.89,1192.85,78.1
1000.42,291.32,1191.07,23.39
1000.26,291.24,1191.5,48.88
1000.18,291.6,1190.45,67
1000.12,291.85,1189.32,59.27
1000.05,291.86,1188.82,54.47
999.96,291.99,1188.14,74.4
999.89,292.08,1187.85,39.82
999.82,292.32,1186.83,27.83
999.77,292.27,1186.95,58.53
999.75,292.3,1186.91,66.59
999.71,292.53,1186.07,19.8
999.62,292.67,1185.51,50.41
999.55,292.86,1184.57,66.73
999.44,293.21,1182.94,15.99
999.42,293.27,1182.67,47.08
999.33,293.26,1182.77,15.81
999.24,293.15,1183.12,19.15
999.17,293.48,1181.63,22.53
999.1,293.41,1181.83,68.62
999.06,293.76,1180.38,53.46
999.01,293.81,1180.15,44.94
998.93,293.88,1179.83,50.77
998.82,293.96,1179.49,25.78
998.77,294.2,1178.43,63.23
998.69,294.19,1178.4,43.57
998.59,294.13,1178.57,42.43
998.56,294,1179,32.63
998.5,294.08,1178.61,43.61
998.46,294,1178.96,42.71
998.4,293.91,1179.27,33.25
998.32,294.02,1178.79,31.34
998.32,294.1,1178.46,41.48
998.27,294.1,1178.37,42.28
998.24,294.05,1178.56,51.03
998.21,294.02,1178.64,37.15
998.2,294.09,1178.33,26.72
998.1,294.03,1178.48,40.17
998.07,294.07,1178.28,47.01
998.07,294.14,1177.99,53.28
997.98,294.09,1178.15,39.88
997.95,294.26,1177.41,32.22
997.94,294.34,1177.1,38.61
997.87,294.12,1177.95,25.86
997.82,293.65,1179.81,34.55
997.87,293.37,1181,28.29
997.89,293.15,1181.89,13.58
997.91,292.88,1183.01,8.45
997.96,292.78,1183.47,7.89
997.97,292.68,1183.89,10.27
997.99,292.59,1184.27,8.29
998.06,292.5,1184.7,7.81
998.18,292.37,1185.32,8.58
998.28,292.19,1186.13,5.01
998.34,291.66,1188.35,3.82
998.41,291.47,1189.16,35.22
998.54,290.73,1192.32,4.11
998.56,290.59,1192.91,35.2
998.6,290.33,1194.01,42.45
998.62,290.07,1195.06,30.75
998.7,289.97,1195.6,25.27
998.7,289.65,1196.91,81.4
998.7,289.36,1198.15,315.8
998.69,289.27,1198.5,68.19
998.68,288.59,1201.27,42.71
998.7,288.16,1203.06,11.04
998.66,287.84,1204.35,54.95
998.57,287.5,1205.81,220.5
998.56,287.64,1205.29,230.1
998.55,287.4,1206.3,205.3
998.56,287.29,1206.76,67.01
998.56,286.84,1208.64,353.3
998.53,286.65,1209.46,218.5
998.58,286.84,1208.75,222.2
998.65,286.67,1209.49,224.4
998.59,286.52,1210.02,220.7
998.58,286.37,1210.7,215.2
998.51,286.07,1211.91,215.5
998.44,285.83,1212.92,223.4
998.45,285.58,1213.95,179.5
998.49,285.38,1214.78,98.9
998.48,285,1216.41,124.8
998.44,284.73,1217.53,101.1
998.4,284.57,1218.24,140.1
998.34,284.25,1219.57,194.4
998.26,284.17,1219.85,204.9
998.21,284.05,1220.31,146.1
998.19,284,1220.47,141.1
998.13,283.94,1220.65,309.4
998.13,283.75,1221.51,134.1
998.16,283.71,1221.7,45.81
998.18,283.58,1222.3,65.34
998.08,283.49,1222.61,173.1
998.05,283.33,1223.28,201.8
998.08,283.04,1224.66,210
998.04,282.93,1225.06,202.5
998.05,282.88,1225.27,202
998.06,282.83,1225.5,184.2
998.08,282.84,1225.47,167
997.98,282.63,1226.28,100.7
997.96,282.51,1226.79,99.9
997.9,282.31,1227.66,355.5
997.83,282.37,1227.35,86.4
997.78,282.1,1228.51,96.8
997.71,281.93,1229.19,78.5
997.68,281.83,1229.65,141.6
997.59,281.78,1229.75,200.1
997.57,281.69,1230.14,212
997.55,281.68,1230.16,202.4
997.47,281.66,1230.18,211.1
997.41,281.65,1230.19,203.2
997.41,281.55,1230.64,202.7
997.46,281.51,1230.84,158.2
997.52,281.35,1231.65,200.7
997.49,281.13,1232.59,205.7
997.42,281.37,1231.4,201.8
997.47,282.03,1228.48,195.6
997.47,282.7,1225.54,157.8
997.45,283.16,1223.56,143.3
997.36,283.42,1222.32,147
997.35,283.25,1223.06,202.6
997.35,283.36,1222.53,184
997.41,284.38,1218.11,177.4
997.39,285.18,1214.62,177.3
997.25,285.88,1211.51,169
997.22,286.58,1208.46,156.1
997.14,287.07,1206.27,175.3
997.01,287.4,1204.77,177.1
996.98,288.33,1200.77,150
996.91,288.9,1198.31,134.1
996.86,289.51,1195.67,154.5
996.86,289.95,1193.79,161.1
996.85,290.9,1189.77,167.4
996.83,290.74,1190.44,113
996.75,290.91,1189.62,119.8
996.66,291.54,1186.93,140.4
996.62,292.1,1184.55,155
996.58,292.73,1181.93,184.9
996.51,293.32,1179.44,133.7
996.46,293.66,1178.06,112.4
996.39,293.34,1179.36,104.9
996.35,293.73,1177.77,108.6
996.22,294.25,1175.59,115.1
996.11,294.76,1173.45,137.3
995.98,294.93,1172.67,146.4
995.85,295.22,1171.5,107.9
995.8,295.31,1171.36,80.9
995.73,295.57,1170.08,124.8
995.61,295.8,1169.24,135
995.53,295.99,1168.31,114.4
995.43,296.16,1167.54,90.7
995.3,296.53,1165.86,115.7
995.24,296.9,1164.41,120.3
995.2,297.27,1163.04,129.3
995.14,297.41,1162.4,144.1
995.08,298.22,1159.24,130
994.96,298.43,1158.59,179.2
994.88,298.47,1158.38,166.8
994.74,298.49,1158.15,139.3
994.61,298.71,1157.22,129
994.48,298.54,1157.78,101.4
994.28,299,1155.78,101.2
994.18,299.2,1155.02,134.2
994.01,299.76,1152.69,90.2
993.84,299.59,1153.2,62.28
993.66,299.55,1153.26,79.2
993.54,299.77,1152.52,112.1
993.38,300.11,1151.13,160.5
993.29,300.53,1149.45,159.2
993.19,300.58,1149.24,192.9
993.11,300.37,1150.04,80.2
993.07,300.6,1149.3,147.7
992.97,300.51,1149.55,94.5
992.89,300.83,1148.16,152.6
992.89,300.79,1148.3,190.6
992.82,300.57,1149.09,212.3
992.75,300.82,1148.09,144.9
992.64,301.05,1147.13,182.3
992.56,301.06,1146.98,151.7
992.46,301.13,1146.52,165.2
992.41,301.04,1146.81,160.7
992.33,301.24,1145.97,184.4
992.29,301.07,1146.74,174.7
992.2,301.11,1146.37,170.3
992.11,301.08,1146.41,177.1
992.06,301.27,1145.76,115.3
992.06,301.26,1145.73,183.7
992.06,300.78,1147.49,194.2
992.17,300.06,1150.42,235.4
992.29,299.42,1152.75,349.8
992.24,298.54,1155.86,267
992.29,297.92,1158.28,306
992.34,297.53,1159.7,343.5
992.41,297.25,1160.87,342.8
992.43,297.03,1161.73,329.6
992.57,296.91,1162.35,345
992.65,296.76,1163.06,341.1
992.74,296.54,1163.98,347.8
992.8,296.29,1165.02,15.24
992.91,296.15,1165.68,336.8
992.95,296.05,1166.14,341.5
992.94,295.84,1166.99,331.9
992.99,295.7,1167.61,352.6
993.03,295.64,1167.93,346.1
993.05,295.54,1168.37,346.5
993.05,295.35,1169.14,93.2
993.05,295.19,1169.8,339.2
993.06,295.27,1169.52,1.96
993.06,294.88,1171.08,45.31
993.07,294.44,1172.82,208.3
993.22,293.67,1175.9,148.3
993.29,292.26,1181.48,120.4
993.37,291.48,1184.98,202.1
993.47,291.4,1185.3,209.4
993.58,291.51,1185.04,217.6
993.63,291.32,1185.92,217.1
993.63,290.95,1187.38,218.4
993.66,291.12,1186.59,225
993.7,291.13,1186.68,179.2
993.65,290.76,1188.13,86.5
993.6,290.3,1189.95,196.2
993.55,290,1191.22,231.1
993.57,289.6,1192.78,158.7
993.65,289.28,1194.25,115.7
993.67,288.89,1195.76,144.1
993.75,288.61,1197.03,301.6
993.76,288.6,1196.94,188.2
993.79,288.67,1196.59,176.9
993.81,288.6,1197,162.5
993.82,288.42,1197.86,180.1
993.81,288.33,1198.21,251.2
993.79,288.94,1195.63,113.4
993.9,288.83,1196.11,171.3
993.93,288.24,1198.73,183.8
994,287.98,1199.9,154.7
994.01,287.74,1200.75,196.6
994,287.7,1200.87,202.2
994.02,287.97,1199.76,193.9
994.03,287.98,1199.75,192.8
993.95,288.04,1199.47,163.4
993.91,287.89,1200.1,198.6
993.91,287.9,1200,268
993.94,287.98,1199.67,204.6
993.91,287.89,1200.04,144.5
993.88,287.58,1201.35,174.6
993.95,287.58,1201.44,156.4
993.9,287.6,1201.3,196.7
993.86,287.36,1202.29,199.9
993.92,287.1,1203.51,224.8
993.91,287.17,1203.22,217.7
993.88,287.22,1202.95,190.6
993.82,286.93,1204.09,147.2
993.88,286.79,1204.66,350.7
993.97,286.8,1204.69,93.2
993.99,286.8,1204.65,33.08
994.08,286.88,1204.38,74.4
994.19,286.73,1205.08,35.66
994.21,286.81,1204.75,121.7
994.2,286.83,1204.64,107
994.21,286.91,1204.29,185.3
994.3,287.02,1203.85,187
994.45,287.36,1202.48,228.8
994.46,287.26,1202.91,144.9
994.57,286.63,1205.67,155.9
994.62,286.53,1206.12,231.1
994.63,286.86,1204.73,226.3
994.7,287.21,1203.25,157.1
994.76,287.35,1202.68,193.6
994.77,287.64,1201.44,95.9
994.89,287.95,1200.24,79.3
994.99,288.54,1197.77,48.49
995.12,289.02,1195.78,75.3
995.18,289.52,1193.76,134.5
995.21,289.72,1192.94,148
995.26,290.77,1188.53,142.8
995.29,291.86,1183.99,123.5
995.35,291.95,1183.65,131.8
995.38,292.31,1182.17,142.1
995.4,292.47,1181.48,150.7
995.43,292.41,1181.65,189.4
995.47,292.54,1181.12,205.4
995.51,292.86,1179.8,143.9
995.55,293.16,1178.59,103.9
995.5,293.38,1177.62,167.2
995.44,293.28,1177.93,202.6
995.39,293.43,1177.31,142.4
995.39,293.68,1176.25,192.9
995.46,293.88,1175.44,210.8
995.48,294.35,1173.5,176.1
995.43,295.15,1170.21,112.7
995.34,295.34,1169.22,81.5
995.26,295.46,1168.65,83.3
995.14,295.69,1167.63,82.7
995.04,296.09,1165.84,111
995.01,296.26,1165.37,102.2
994.96,296.03,1166.41,75
994.86,296.47,1164.55,60.46
994.77,296.89,1162.77,79.3
994.78,297.13,1161.83,180
994.75,297.49,1160.38,169.5
994.71,297.49,1160.41,185
994.64,298.1,1157.98,168.2
994.52,298.38,1156.71,102.9
994.4,298.59,1155.82,106.7
994.26,298.64,1155.51,63.27
994.14,298.33,1156.65,101.5
994.05,298.31,1156.66,78.7
994.03,299.09,1153.55,199.1
994,299.46,1152.09,152.5
993.92,299.61,1151.5,250.9
993.78,299.68,1151.11,181.3
993.71,299.9,1150.32,260.8
993.69,300.01,1149.8,296.5
993.63,299.81,1150.59,253.9
993.54,299.46,1151.86,214.3
993.54,299.42,1152.01,198.9
993.47,299.67,1151.14,194.3
993.39,299.94,1150.1,244.3
993.4,300.32,1148.57,333
993.41,299.75,1150.87,1.96
993.41,299.6,1151.53,295.3
993.47,299.88,1150.5,324.2
