p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd(deg)
1001.03,23.07,296.14,13.65,55.38,28.26,15.65,12.61,9.78,15.63,1170.23,2.49,4.52,272.9
1000.91,23.29,296.37,13.4,53.76,28.64,15.39,13.24,9.62,15.38,1169.34,3.42,6.08,245.8
1000.85,23.68,296.77,13.62,53.28,29.32,15.62,13.7,9.77,15.61,1167.63,2.07,5.8,242.1
1000.81,23.77,296.86,13.8,53.61,29.48,15.8,13.67,9.88,15.79,1167.15,1.55,4.08,297.2
1000.83,23.96,297.05,13.77,52.88,29.81,15.77,14.05,9.86,15.75,1166.44,2.41,4.04,292.5
1000.76,23.67,296.77,13.85,54.1,29.3,15.85,13.45,9.91,15.84,1167.46,3,5,342.7
1000.72,23.59,296.69,13.84,54.34,29.16,15.84,13.31,9.91,15.83,1167.73,2.57,4.92,21.83
1000.77,23.99,297.09,13.8,52.89,29.87,15.8,14.07,9.88,15.79,1166.23,2.28,4.18,24.4
1000.73,24.27,297.37,13.76,51.9,30.37,15.76,14.61,9.86,15.75,1165.11,1.64,3.32,19.77
1000.65,24.48,297.58,13.73,51.14,30.76,15.73,15.03,9.84,15.72,1164.21,2.03,4.5,22.61
1000.52,24.51,297.63,13.77,51.19,30.81,15.77,15.04,9.86,15.77,1163.92,2.05,5.24,332.3
1000.42,25.07,298.19,14.01,50.29,31.86,16.02,15.84,10.02,16.02,1161.5,1.37,3.76,284.6
1000.38,24.7,297.83,13.87,50.93,31.17,15.87,15.29,9.93,15.87,1162.97,2.44,4.4,339.4
1000.28,24.63,297.77,13.9,51.24,31.04,15.9,15.13,9.95,15.9,1163.12,2.04,4.28,18.02
1000.23,25.19,298.33,13.9,49.58,32.09,15.91,16.18,9.95,15.91,1160.87,1.69,4.32,290.2
1000.2,25.37,298.51,13.37,47.37,32.43,15.36,17.07,9.61,15.36,1160.37,2.25,4.58,293.2
1000.16,25.46,298.61,12.47,44.42,32.61,14.48,18.12,9.06,14.48,1160.36,1.8,3.16,312.3
1000.07,25.76,298.91,12.85,44.73,33.19,14.85,18.35,9.29,14.85,1158.94,1.85,4.52,229.3
1000.02,25.96,299.12,12.73,43.86,33.59,14.73,18.86,9.21,14.73,1158.15,2.36,4.44,322.7
999.92,25.46,298.63,12.7,45.11,32.61,14.71,17.9,9.2,14.71,1159.99,3.28,6.6,21.17
999.84,25.98,299.15,12.92,44.37,33.63,14.92,18.71,9.33,14.92,1157.78,2.02,4.08,294.5
999.75,26,299.18,13.07,44.75,33.67,15.07,18.6,9.43,15.07,1157.53,1.83,4.44,216
999.78,26.09,299.27,13.36,45.36,33.85,15.35,18.49,9.61,15.36,1157.1,2.01,3.92,330.6
999.68,26.25,299.44,13.41,45.08,34.17,15.4,18.76,9.64,15.41,1156.34,1.3,2.56,1.42
999.67,26.3,299.49,13.71,45.84,34.27,15.71,18.56,9.83,15.71,1156,1.64,3.56,316.1
999.57,26.54,299.74,13.99,46.02,34.76,15.99,18.76,10.01,16,1154.83,2.25,4.12,125.6
999.52,26.11,299.31,14.18,47.8,33.89,16.2,17.69,10.14,16.21,1156.34,3.96,5.68,27.72
999.51,25.97,299.17,14.25,48.4,33.61,16.27,17.34,10.18,16.27,1156.84,2.15,4.44,18.81
999.53,26.29,299.49,14.24,47.48,34.25,16.26,17.99,10.18,16.27,1155.63,2.15,3.12,275.1
999.47,27.03,300.24,14.38,45.88,35.77,16.41,19.36,10.28,16.42,1152.65,1.86,4.76,351.9
999.43,26.43,299.64,13.95,46.21,34.53,15.96,18.57,9.99,15.97,1155.11,4.02,6.72,36.28
999.4,26.43,299.64,14.06,46.55,34.53,16.07,18.46,10.07,16.08,1155.02,2.85,4.4,49.27
999.34,26.23,299.45,13.9,46.62,34.13,15.91,18.22,9.96,15.92,1155.8,2.98,4.6,31.82
999.28,26.17,299.39,13.65,46.03,34.01,15.65,18.35,9.8,15.66,1156.08,3.62,6.56,31.02
999.27,26.32,299.54,13.57,45.36,34.31,15.56,18.75,9.74,15.57,1155.52,2.45,5.3,19.72
999.21,26.53,299.76,13.46,44.49,34.74,15.45,19.28,9.68,15.47,1154.69,2.27,3.6,27.61
999.14,26.49,299.72,13.46,44.61,34.65,15.46,19.19,9.68,15.47,1154.76,1.89,3.68,25.96
999.06,27.25,300.49,13.73,43.41,36.23,15.73,20.51,9.85,15.74,1151.63,0.92,2.72,33.64
999.06,27.73,300.97,13.63,41.95,37.26,15.63,21.63,9.79,15.65,1149.83,1.74,3.88,323.8
999.04,27.08,300.32,14.04,44.74,35.88,16.05,19.82,10.05,16.07,1152.12,3.03,4.68,34.9
999.03,26.76,300,14.37,46.58,35.21,16.4,18.81,10.27,16.42,1153.18,2.92,5.36,48
998.99,26.58,299.83,14.53,47.56,34.84,16.57,18.27,10.38,16.59,1153.76,4.43,6.52,41.26
999.03,26.4,299.64,14.78,48.86,34.47,16.84,17.63,10.55,16.86,1154.38,4.68,6.32,40.72
999.05,25.99,299.23,14.69,49.76,33.65,16.74,16.9,10.49,16.76,1156.02,4.96,6.97,39.7
999.1,25.7,298.94,14.7,50.66,33.07,16.76,16.32,10.5,16.77,1157.19,4.42,5.9,42.3
999.14,25.83,299.06,14.9,50.91,33.33,16.97,16.36,10.63,16.98,1156.65,3.95,6.58,53.63
999.13,25.43,298.66,14.74,51.59,32.55,16.79,15.76,10.52,16.81,1158.26,3.85,5.84,69.79
999.14,25.42,298.65,14.84,51.97,32.53,16.91,15.62,10.59,16.92,1158.26,1.88,3.64,55.09
999.12,25.42,298.66,14.8,51.83,32.53,16.86,15.67,10.56,16.88,1158.26,2.54,4.1,47.94
999.1,25.77,299.01,14.9,51.08,33.21,16.96,16.25,10.63,16.98,1156.84,2.04,3.68,60.73
999.07,25.76,299,14.87,51.02,33.19,16.93,16.26,10.61,16.95,1156.85,2.23,3.48,53.02
999.06,25.63,298.87,14.79,51.14,32.94,16.84,16.09,10.55,16.86,1157.38,2.24,3.64,54.72
999.06,25.19,298.43,14.78,52.47,32.09,16.84,15.25,10.55,16.85,1159.09,2.18,3.32,64.66
999.08,24.81,298.05,14.62,53.13,31.37,16.67,14.7,10.44,16.68,1160.67,2.54,3.6,57.62
999.17,24.64,297.87,14.55,53.42,31.05,16.59,14.46,10.39,16.6,1161.47,2.27,3.2,53.54
999.18,24.54,297.77,14.62,53.98,30.87,16.66,14.21,10.44,16.68,1161.84,1.9,2.92,46.84
999.22,24.36,297.59,14.79,55.18,30.54,16.85,13.69,10.56,16.86,1162.51,1.61,2.28,25.35
999.3,24.15,297.37,14.92,56.33,30.16,16.99,13.17,10.64,17,1163.36,2.31,4.08,32.41
999.38,23.88,297.09,14.98,57.48,29.67,17.06,12.62,10.68,17.07,1164.48,2.07,3.32,33.27
999.44,23.71,296.92,15,58.15,29.37,17.08,12.29,10.7,17.09,1165.21,1.98,2.76,33.58
999.52,23.55,296.75,15.02,58.77,29.09,17.1,11.99,10.71,17.1,1165.93,1.5,2.16,17.97
999.55,23.35,296.55,15.03,59.55,28.74,17.11,11.63,10.72,17.12,1166.74,1.59,2.04,19.35
999.57,23.1,296.3,15.1,60.71,28.31,17.19,11.12,10.76,17.19,1167.72,1.56,2.08,1.73
999.65,22.8,295.99,15.12,61.92,27.8,17.21,10.59,10.78,17.22,1168.98,1.64,2.16,352.5
999.78,22.49,295.67,15.07,62.89,27.28,17.16,10.12,10.74,17.16,1170.39,0.68,1.64,0.71
999.79,22.49,295.67,14.99,62.56,27.28,17.07,10.21,10.69,17.07,1170.44,1.33,2.24,16.74
999.81,22.44,295.62,15.04,62.95,27.2,17.12,10.08,10.72,17.13,1170.63,1.21,2.2,17.81
999.8,22.27,295.45,15.04,63.61,26.92,17.12,9.8,10.72,17.13,1171.3,1.67,2.52,7.68
999.85,21.91,295.08,15.09,65.22,26.34,17.18,9.16,10.76,17.18,1172.76,0.6,1.56,28.66
999.82,21.83,295.01,15.08,65.48,26.21,17.16,9.05,10.75,17.16,1173.05,1.6,2.2,11.48
999.86,21.82,294.99,15.04,65.37,26.19,17.12,9.07,10.72,17.12,1173.16,2.27,2.92,11.42
999.91,21.67,294.84,15.07,66.09,25.95,17.15,8.8,10.74,17.15,1173.79,2.16,2.8,6.92
999.93,21.51,294.68,15.06,66.71,25.7,17.15,8.56,10.73,17.15,1174.46,2.1,2.72,5.84
999.95,21.22,294.38,15.08,67.97,25.25,17.16,8.09,10.74,17.16,1175.63,1.49,1.92,19.79
999.95,21.08,294.24,15.13,68.79,25.03,17.22,7.81,10.78,17.22,1176.17,1.95,2.48,7.63
999.95,20.71,293.87,15.05,70,24.47,17.13,7.34,10.72,17.13,1177.69,0.56,1.8,216
999.91,20.41,293.58,15.07,71.4,24.02,17.15,6.87,10.74,17.15,1178.83,0.33,0.84,18.28
999.89,20.32,293.49,15.07,71.8,23.89,17.15,6.74,10.74,17.15,1179.17,0.48,1.1,30.57
999.86,20.01,293.18,15.09,73.3,23.43,17.18,6.26,10.76,17.18,1180.37,0.27,0.52,42.38
999.88,19.77,292.94,15.03,74.1,23.09,17.11,5.98,10.71,17.11,1181.4,0.57,0.96,43.61
999.93,19.65,292.82,14.95,74.3,22.92,17.03,5.89,10.66,17.03,1181.98,0.47,0.88,59.99
999.98,19.44,292.6,14.94,75.2,22.62,17.01,5.61,10.65,17.01,1182.89,0.42,0.8,61.62
1000.01,19.2,292.36,14.93,76.3,22.28,17,5.28,10.64,17,1183.9,0.47,0.88,30.34
999.97,19.04,292.2,14.96,77.2,22.06,17.03,5.03,10.66,17.03,1184.48,0.38,0.84,35.84
999.9,19.04,292.21,14.98,77.3,22.06,17.06,5.01,10.68,17.06,1184.39,0.27,0.84,30.87
999.95,18.84,292,14.93,78,21.79,17,4.79,10.64,17,1185.29,0.23,0.4,290.6
999.89,18.87,292.04,14.93,77.9,21.83,17.01,4.82,10.65,17.01,1185.09,0.15,0.32,316.7
999.89,18.85,292.02,14.97,78.2,21.8,17.05,4.75,10.68,17.05,1185.15,0.13,0.26,16.01
999.81,18.64,291.82,14.99,79.3,21.52,17.06,4.45,10.69,17.07,1185.91,0.44,0.72,27.34
999.79,18.39,291.57,14.94,80.3,21.18,17.01,4.17,10.65,17.01,1186.92,0.23,0.64,22.58
999.75,18.11,291.29,14.8,81,20.82,16.86,3.95,10.56,16.86,1188.08,0.72,0.98,46.66
999.75,17.87,291.05,14.74,81.9,20.5,16.79,3.71,10.51,16.8,1189.1,0.41,0.96,156.6
999.8,17.47,290.65,14.55,83,19.99,16.59,3.4,10.39,16.6,1190.88,1.41,2.76,203.8
999.79,17.27,290.45,14.54,84,19.74,16.58,3.16,10.38,16.59,1191.69,0.78,1.2,202.1
999.78,17.14,290.32,14.55,84.7,19.58,16.58,3,10.38,16.59,1192.21,0.57,1,234
999.64,17.26,290.45,14.63,84.5,19.73,16.67,3.06,10.44,16.68,1191.51,0.45,0.96,276.5
999.61,17.33,290.52,14.62,84.1,19.82,16.67,3.15,10.44,16.67,1191.19,0.42,0.84,234.9
999.6,17.38,290.57,14.61,83.8,19.88,16.66,3.22,10.43,16.67,1190.98,0.46,1.28,26.45
999.67,17.18,290.37,14.57,84.6,19.63,16.61,3.02,10.4,16.61,1191.9,0.49,0.76,58.55
999.7,16.99,290.18,14.4,84.7,19.39,16.43,2.97,10.28,16.43,1192.8,0.26,0.52,104
999.69,16.48,289.67,14.2,86.4,18.78,16.22,2.55,10.16,16.23,1194.99,0.52,1.4,209.7
999.63,16.17,289.36,14.13,87.7,18.41,16.14,2.26,10.11,16.15,1196.23,1.1,1.44,191.4
999.56,16.22,289.42,14.18,87.7,18.47,16.2,2.27,10.14,16.2,1195.91,1.18,1.96,215.3
999.56,16.23,289.43,14.1,87.2,18.48,16.11,2.37,10.09,16.12,1195.91,0.55,1.56,196.1
999.57,16.07,289.27,14.05,87.8,18.29,16.06,2.23,10.05,16.07,1196.6,0.84,1.64,200.7
999.56,15.99,289.19,14.08,88.4,18.2,16.09,2.11,10.07,16.09,1196.92,0.88,1.44,211.7
999.49,15.9,289.1,14.02,88.6,18.09,16.03,2.06,10.04,16.04,1197.23,0.85,1.16,216.8
999.44,15.87,289.08,14.04,88.9,18.06,16.05,2,10.05,16.06,1197.29,0.71,1.08,213.2
999.43,15.78,288.99,13.9,88.6,17.96,15.91,2.05,9.96,15.92,1197.71,0.25,0.56,136.7
999.36,15.29,288.5,13.51,89.1,17.4,15.5,1.9,9.71,15.51,1199.85,0.64,1.28,131
999.39,15.08,288.29,13.57,90.7,17.17,15.57,1.6,9.75,15.58,1200.73,0.96,1.52,141.4
999.37,14.93,288.14,13.53,91.3,17,15.52,1.48,9.72,15.53,1201.35,0.37,0.76,76
999.35,14.8,288.01,13.43,91.5,16.86,15.43,1.43,9.66,15.44,1201.91,0.4,1.12,108.1
999.33,14.67,287.89,13.32,91.6,16.72,15.31,1.4,9.59,15.32,1202.48,0.54,1.04,122.4
999.32,14.58,287.8,13.31,92.1,16.62,15.31,1.31,9.58,15.32,1202.85,0.39,0.72,91.2
999.35,14.5,287.71,13.27,92.3,16.54,15.26,1.27,9.55,15.27,1203.23,0.29,0.56,59.55
999.44,14.43,287.64,13.25,92.6,16.46,15.24,1.22,9.54,15.25,1203.65,0.3,0.48,109.7
999.52,14.5,287.7,13.25,92.2,16.54,15.25,1.29,9.54,15.25,1203.46,0.33,0.84,130.2
999.54,14.45,287.65,13.18,92.1,16.48,15.18,1.3,9.5,15.19,1203.72,0.33,0.56,147.9
999.55,14.35,287.55,13.15,92.5,16.38,15.15,1.23,9.48,15.15,1204.17,0.3,0.76,164.3
999.56,14.35,287.55,13.2,92.8,16.38,15.2,1.18,9.51,15.2,1204.15,0.89,1.64,142.8
999.61,14.52,287.71,13.4,93,16.56,15.4,1.16,9.64,15.4,1203.41,0.93,1.48,120.9
999.56,14.94,288.14,13.62,91.8,17.01,15.62,1.4,9.78,15.62,1201.49,0.49,1.04,79.1
999.6,15.58,288.77,13.69,88.5,17.73,15.69,2.04,9.82,15.69,1198.84,0.31,0.48,131.4
999.67,16.29,289.48,13.62,84.2,18.55,15.62,2.93,9.78,15.62,1196.02,0.3,0.64,145.5
999.65,16.73,289.92,13.72,82.4,19.08,15.72,3.36,9.84,15.73,1194.14,0.52,0.76,140.1
999.62,16.93,290.12,13.73,81.4,19.32,15.73,3.59,9.84,15.73,1193.28,0.73,1.2,146.7
999.65,16.82,290.01,13.68,81.7,19.19,15.68,3.51,9.81,15.68,1193.79,0.67,1.28,158.1
999.66,16.96,290.15,13.74,81.3,19.36,15.74,3.62,9.85,15.74,1193.19,0.72,1.4,142.8
999.68,17.17,290.36,13.83,80.7,19.62,15.83,3.79,9.91,15.84,1192.31,0.81,1.32,149
999.68,17.55,290.74,14.03,79.8,20.09,16.04,4.06,10.04,16.04,1190.66,0.71,1.16,165
999.7,18.15,291.34,14.2,77.7,20.87,16.21,4.65,10.15,16.22,1188.15,0.71,1.44,145.6
999.73,18.66,291.84,14.37,76.1,21.55,16.4,5.15,10.26,16.4,1186.03,0.68,1.44,171.5
999.69,19.16,292.35,14.61,74.9,22.23,16.65,5.58,10.42,16.65,1183.84,0.61,1.04,179.6
999.66,20.22,293.41,14.8,71,23.74,16.86,6.88,10.56,16.86,1179.44,0.58,1.64,161.5
999.66,20.92,294.11,14.84,68.2,24.79,16.91,7.88,10.59,16.91,1176.61,0.67,1.48,192.5
999.6,20.98,294.17,14.72,67.43,24.88,16.78,8.1,10.51,16.78,1176.35,1.2,1.72,187.2
999.57,21.34,294.54,15,67.13,25.43,17.07,8.36,10.69,17.08,1174.74,1.17,1.88,125.3
999.5,21.61,294.81,14.94,65.78,25.86,17.01,8.85,10.65,17.02,1173.61,1.18,2.08,135
999.5,22.03,295.23,14.93,64.1,26.53,17.01,9.52,10.65,17.01,1171.94,1.12,1.68,115.8
999.46,22.53,295.74,14.98,62.38,27.35,17.06,10.29,10.69,17.07,1169.89,1.62,2.36,145.3
999.45,23.06,296.27,15.03,60.59,28.24,17.11,11.13,10.72,17.12,1167.76,1.22,2.2,145.5
999.44,23.57,296.78,15.16,59.26,29.12,17.26,11.87,10.81,17.27,1165.68,0.98,1.96,118.8
999.33,24.23,297.45,15.24,57.25,30.3,17.35,12.95,10.87,17.36,1162.93,1.63,2.5,157.1
999.3,24.44,297.66,15.2,56.38,30.68,17.3,13.38,10.84,17.31,1162.09,2.11,3.08,163.1
999.22,24.83,298.06,15.35,55.6,31.41,17.46,13.95,10.94,17.48,1160.41,1.63,3.24,187.1
999.12,24.98,298.22,15.26,54.79,31.69,17.36,14.33,10.88,17.38,1159.75,1.77,3.28,179.6
999.05,25.6,298.84,15.39,53.25,32.88,17.51,15.37,10.97,17.52,1157.19,1.1,3.2,169.6
999,25.89,299.14,15.05,51.24,33.45,17.14,16.31,10.74,17.16,1156.18,1.82,4.08,130.8
998.94,25.88,299.13,14.88,50.68,33.43,16.94,16.49,10.62,16.96,1156.24,2.21,3.58,117.7
998.85,25.97,299.23,14.5,49.2,33.61,16.53,17.07,10.36,16.55,1155.96,2.09,3.12,93.8
998.72,26.44,299.71,14.83,48.89,34.55,16.89,17.66,10.59,16.91,1153.84,1.5,3.04,147.4
998.66,26.73,300,14.95,48.44,35.15,17.02,18.12,10.67,17.05,1152.6,1.91,3.48,136.1
998.57,26.76,300.04,14.71,47.6,35.21,16.76,18.45,10.51,16.78,1152.48,2.51,4.08,110.1
998.44,26.97,300.26,14.8,47.29,35.64,16.86,18.79,10.57,16.88,1151.49,0.96,2.24,89.7
998.32,27.38,300.68,14.87,46.39,36.51,16.94,19.57,10.62,16.97,1149.75,2.09,5.2,133
998.25,27.15,300.46,14.68,46.43,36.02,16.73,19.3,10.49,16.75,1150.64,1.45,3.2,107.9
998.2,27.53,300.85,14.95,46.21,36.83,17.02,19.81,10.67,17.05,1148.99,2.21,3.72,139.8
998.1,27.65,300.97,14.89,45.71,37.09,16.95,20.14,10.63,16.99,1148.45,2.53,4.36,151.1
998.03,27.52,300.85,14.6,45.21,36.81,16.64,20.17,10.44,16.68,1149,2.66,4.18,185.8
997.95,27.69,301.03,14.6,44.78,37.18,16.65,20.53,10.44,16.68,1148.26,1.82,4.8,191.3
997.86,27.87,301.21,14.46,43.9,37.57,16.49,21.08,10.35,16.53,1147.53,1.68,3.94,203.8
997.74,28.11,301.46,14.27,42.76,38.1,16.29,21.81,10.22,16.33,1146.57,2.24,4.2,174.2
997.66,28.12,301.48,14.3,42.81,38.12,16.32,21.8,10.24,16.36,1146.43,1.18,2.5,58.69
997.58,28.21,301.58,14.25,42.47,38.32,16.27,22.05,10.21,16.31,1146.02,1.98,4.6,119.3
997.54,28.28,301.65,14.2,42.16,38.48,16.22,22.26,10.18,16.26,1145.72,1.4,3.48,122.7
997.41,28.67,302.05,14.29,41.45,39.36,16.31,23.04,10.24,16.36,1144.06,2.41,4,192.4
997.34,28.71,302.1,14.16,41,39.45,16.17,23.27,10.15,16.22,1143.88,2.47,4.72,148.7
997.23,28.88,302.28,14.11,40.48,39.84,16.13,23.71,10.12,16.17,1143.13,1.82,3.34,155.4
997.13,29.18,302.59,14.15,39.88,40.53,16.16,24.37,10.15,16.21,1141.87,1.92,4.36,157.6
997.11,29.2,302.61,14.35,40.36,40.58,16.38,24.2,10.28,16.43,1141.68,1.65,3.32,157.9
997.05,29.27,302.69,14.1,39.55,40.74,16.11,24.63,10.11,16.16,1141.45,2.26,4.32,82
997.01,29.27,302.69,14.21,39.83,40.74,16.23,24.52,10.19,16.28,1141.35,3.4,5.32,140.1
996.95,29.42,302.84,13.9,38.69,41.1,15.9,25.2,9.98,15.95,1140.87,2.31,5.28,160.9
996.86,29.66,303.09,14.1,38.68,41.67,16.12,25.55,10.12,16.17,1139.76,1.62,3.6,145.3
996.82,29.6,303.04,13.67,37.73,41.53,15.67,25.86,9.83,15.72,1140.14,2.63,4.52,83.6
996.75,29.16,302.6,13.75,38.9,40.49,15.75,24.74,9.89,15.8,1141.69,2.61,3.88,82.7
996.7,29.67,303.12,13.62,37.45,41.69,15.61,26.08,9.8,15.67,1139.76,1.99,3.6,167.3
996.61,29.92,303.37,14.39,38.81,42.3,16.42,25.88,10.31,16.47,1138.37,1.96,4.88,136.9
996.63,29.61,303.06,14.24,39.14,41.55,16.26,25.29,10.21,16.32,1139.62,2.06,4.32,119.4
996.59,29.76,303.22,14.03,38.27,41.91,16.04,25.87,10.07,16.09,1139.12,2.15,4.84,142.3
996.53,30.07,303.53,14.27,38.2,42.66,16.3,26.36,10.24,16.35,1137.77,2.2,4.92,147.2
996.48,29.72,303.19,14.18,38.73,41.81,16.19,25.62,10.17,16.25,1139.06,3.15,5.16,134
996.37,29.6,303.08,13.91,38.32,41.53,15.91,25.61,9.99,15.97,1139.51,2.08,3.68,151.8
996.27,29.55,303.03,13.56,37.58,41.41,15.56,25.85,9.77,15.62,1139.75,2.84,4.2,74.4
996.24,29.42,302.91,13.76,38.34,41.1,15.76,25.34,9.9,15.82,1140.11,2.56,4.08,83.1
996.16,29.38,302.87,13.73,38.37,41,15.73,25.27,9.88,15.79,1140.18,2.01,3.72,66.98
996.11,29.24,302.74,13.57,38.27,40.67,15.57,25.11,9.78,15.63,1140.73,2.79,4.2,63.57
996.06,29.19,302.69,13.56,38.36,40.56,15.56,25,9.77,15.62,1140.86,2.17,4.32,75.1
996.03,29.28,302.78,13.76,38.65,40.77,15.76,25.01,9.9,15.82,1140.4,2.28,3.84,71.2
995.97,29.31,302.82,13.96,39.09,40.84,15.96,24.87,10.03,16.03,1140.13,2.46,4.14,140.4
995.86,29.56,303.08,13.79,38.12,41.43,15.79,25.64,9.92,15.86,1139.13,2.49,3.8,139.6
995.79,29.52,303.05,13.88,38.42,41.34,15.88,25.45,9.98,15.95,1139.17,2.4,3.4,88.5
995.78,29.31,302.84,13.93,39.01,40.84,15.93,24.91,10.01,16,1139.92,2.64,4.64,85.4
995.7,29.24,302.77,13.93,39.18,40.67,15.94,24.74,10.02,16.01,1140.09,1.96,3.08,82.5
995.62,28.97,302.51,13.78,39.42,40.05,15.79,24.26,9.92,15.86,1141.09,1.91,2.72,79.3
995.62,28.43,301.97,13.74,40.55,38.81,15.74,23.07,9.89,15.81,1143.14,1.55,2.98,91.4
995.61,28.13,301.67,13.57,40.82,38.14,15.57,22.57,9.79,15.64,1144.35,1.9,3.24,85.4
995.62,27.79,301.33,13.5,41.44,37.4,15.5,21.9,9.74,15.56,1145.68,2.05,3.64,57.04
995.68,27.52,301.05,13.46,41.98,36.81,15.45,21.36,9.71,15.52,1146.8,2.12,3.36,50.27
995.8,27.28,300.8,13.45,42.54,36.3,15.44,20.86,9.7,15.51,1147.86,1.67,3.44,47.86
995.88,27.06,300.57,13.51,43.28,35.83,15.51,20.32,9.74,15.57,1148.77,1.86,2.52,21.07
995.97,26.77,300.28,13.42,43.77,35.23,15.42,19.81,9.69,15.48,1150.02,1.45,2.64,30.82
996.08,26.4,299.9,13.47,44.87,34.47,15.47,19,9.72,15.53,1151.55,0.77,1.58,21.73
996.1,26.25,299.75,13.5,45.36,34.17,15.5,18.67,9.73,15.56,1152.13,1.82,2.44,354.3
996.12,26.05,299.54,13.45,45.74,33.77,15.44,18.32,9.7,15.5,1152.96,2.05,2.68,358.1
996.19,25.87,299.36,13.35,45.93,33.41,15.34,18.06,9.64,15.4,1153.77,2.14,2.64,6.45
996.13,25.74,299.23,13.26,46.01,33.15,15.25,17.9,9.58,15.31,1154.25,2.38,3.1,12.99
996.21,25.53,299.01,13.27,46.62,32.74,15.26,17.48,9.59,15.32,1155.15,2.67,3.2,17.72
996.26,25.27,298.75,13.35,47.61,32.24,15.35,16.89,9.64,15.41,1156.17,2.78,3.72,17.5
996.34,25.02,298.49,13.58,49.05,31.77,15.58,16.18,9.78,15.64,1157.13,2.68,3.44,14.17
996.36,24.75,298.22,13.8,50.56,31.26,15.8,15.45,9.93,15.86,1158.1,2.49,3.72,16.19
996.35,24.57,298.04,13.99,51.73,30.92,16,14.93,10.05,16.06,1158.71,2.4,3.6,14.11
996.32,24.46,297.93,14.11,52.48,30.72,16.12,14.6,10.13,16.18,1159.05,2.23,3.28,9.73
996.25,24.29,297.77,14.2,53.34,30.41,16.22,14.19,10.19,16.28,1159.58,2.33,2.96,17.08
996.2,24.19,297.67,14.29,53.96,30.23,16.31,13.92,10.25,16.37,1159.87,1.85,3.32,41.11
996.21,23.85,297.33,14.27,55.01,29.62,16.29,13.33,10.24,16.36,1161.23,0.65,2.08,54.17
996.25,23.26,296.74,14.25,56.93,28.58,16.27,12.31,10.22,16.33,1163.59,0.51,1.12,28.04
996.25,22.96,296.44,14.27,58.02,28.07,16.29,11.78,10.23,16.35,1164.76,0.57,1.98,4.09
996.24,22.77,296.25,14.23,58.56,27.75,16.25,11.5,10.21,16.31,1165.52,0.33,0.62,39.46
996.23,22.43,295.91,14.27,59.92,27.18,16.29,10.9,10.23,16.35,1166.83,0.14,0.32,29.95
996.18,22.36,295.84,14.23,60.03,27.07,16.25,10.82,10.21,16.31,1167.06,0.35,0.68,327.5
996.19,22.53,296.01,14.22,59.36,27.35,16.23,11.11,10.2,16.3,1166.41,0.55,0.72,358.2
996.25,22.19,295.67,14.3,60.92,26.79,16.32,10.47,10.25,16.38,1167.78,0.39,0.68,115.4
996.26,21.55,295.03,14.35,63.58,25.76,16.38,9.38,10.29,16.44,1170.3,0.19,0.52,187
996.26,21.05,294.53,14.11,64.52,24.99,16.12,8.87,10.13,16.18,1172.4,0.34,0.76,219.4
996.24,20.95,294.43,14.01,64.5,24.83,16.02,8.82,10.06,16.08,1172.83,0.64,0.96,231.8
996.22,21.11,294.59,14.06,64.09,25.08,16.07,9.01,10.1,16.13,1172.14,0.93,1.24,217
996.15,21.18,294.67,14.13,64.1,25.19,16.14,9.04,10.14,16.21,1171.75,0.89,1.16,222
996.13,20.85,294.34,14.14,65.45,24.68,16.15,8.53,10.15,16.22,1173.04,0.98,1.56,223.5
996.12,20.53,294.02,14.12,66.67,24.2,16.13,8.07,10.14,16.2,1174.32,1.12,2.04,232.3
996.06,20.56,294.05,14.14,66.62,24.24,16.15,8.09,10.15,16.22,1174.12,1.2,1.64,230.4
996.04,20.37,293.86,14.12,67.33,23.96,16.13,7.83,10.14,16.2,1174.85,0.81,1.3,223.3
996.05,19.32,292.81,13.93,71,22.45,15.94,6.51,10.02,16,1179.17,0.52,0.88,196.4
996.05,18.32,291.81,13.75,74.7,21.09,15.76,5.34,9.9,15.82,1183.3,1.15,1.68,211.9
995.97,18.22,291.72,13.72,75,20.96,15.72,5.24,9.88,15.78,1183.63,0.96,1.72,194.5
996,18.01,291.5,13.7,75.9,20.69,15.7,4.99,9.86,15.76,1184.53,0.44,0.94,129.7
996.04,17.82,291.31,13.66,76.6,20.44,15.66,4.78,9.84,15.72,1185.37,0.26,0.6,87.4
996.06,17.57,291.06,13.6,77.5,20.12,15.59,4.53,9.79,15.65,1186.44,0.41,0.64,79.7
996.1,17.32,290.8,13.53,78.4,19.8,15.53,4.28,9.75,15.59,1187.54,0.3,0.6,66.95
996.06,17.23,290.72,13.56,79,19.69,15.56,4.14,9.77,15.62,1187.85,0.14,0.44,21.36
995.98,16.89,290.38,13.4,79.9,19.27,15.4,3.87,9.67,15.46,1189.22,0.35,0.88,173.6
995.98,16.64,290.13,13.27,80.5,18.97,15.27,3.7,9.59,15.33,1190.31,1.05,1.64,197.1
996.02,16.64,290.13,13.22,80.2,18.97,15.21,3.76,9.56,15.27,1190.38,0.73,1.36,197.8
996.09,16.44,289.92,13.31,81.7,18.73,15.3,3.43,9.61,15.36,1191.24,0.3,0.68,193.7
